,pert_iname,mean,n,median,sd,sRGES
11255,SA-1973507,-0.047593668,14,-0.050863516,0.011235387,-0.047593668
1337,BRD-K08138210,-0.047472558,1,-0.047472558,NA,-0.047472558
1941,BRD-K16106362,-0.047472558,1,-0.047472558,NA,-0.047472558
2279,BRD-K19938940,-0.047472558,1,-0.047472558,NA,-0.047472558
3312,BRD-K32330804,-0.047472558,1,-0.047472558,NA,-0.047472558
4886,BRD-K51218228,-0.047472558,1,-0.047472558,NA,-0.047472558
5518,BRD-K58985339,-0.047472558,1,-0.047472558,NA,-0.047472558
8201,BRD-K90705468,-0.047472558,1,-0.047472558,NA,-0.047472558
8416,BRD-K93240833,-0.047472558,1,-0.047472558,NA,-0.047472558
494,BRD-A41649729,-0.04743761,8,-0.045229153,0.007640664,-0.04743761
533,BRD-A59728941,-0.04743761,8,-0.045229153,0.007640664,-0.04743761
11342,SA-85377,-0.047368089,3,-0.043238515,0.012716307,-0.047368089
2727,BRD-K25298364,-0.047282856,1,-0.047282856,NA,-0.047282856
1253,BRD-K07339740,-0.047151681,8,-0.044960333,0.007950611,-0.047151681
3059,BRD-K29499344,-0.047011985,1,-0.047011985,NA,-0.047011985
3183,BRD-K30934140,-0.047011985,1,-0.047011985,NA,-0.047011985
4190,BRD-K43111958,-0.047011985,1,-0.047011985,NA,-0.047011985
5112,BRD-K53867540,-0.047011985,1,-0.047011985,NA,-0.047011985
6659,BRD-K72449498,-0.047011985,1,-0.047011985,NA,-0.047011985
3823,BRD-K38596918,-0.046924841,5,-0.046013862,0.005860267,-0.046924841
6931,BRD-K75418563,-0.046674462,6,-0.044391533,0.008568607,-0.046674462
902,BRD-K02701279,-0.046558684,1,-0.046558684,NA,-0.046558684
3879,BRD-K39289507,-0.046558684,1,-0.046558684,NA,-0.046558684
7476,BRD-K81826010,-0.046506485,8,-0.044960333,0.00900969,-0.046506485
6847,BRD-K74548617,-0.046385176,6,-0.044391533,0.008903122,-0.046385176
7321,BRD-K80045183,-0.046361378,10,-0.047028094,0.009340445,-0.046361378
976,BRD-K03652504,-0.046299348,11,-0.047472558,0.008133444,-0.046299348
813,BRD-K01624114,-0.046299209,1,-0.046299209,NA,-0.046299209
909,BRD-K02876750,-0.046299209,1,-0.046299209,NA,-0.046299209
1169,BRD-K06217925,-0.046299209,1,-0.046299209,NA,-0.046299209
2353,BRD-K20792495,-0.046299209,1,-0.046299209,NA,-0.046299209
2467,BRD-K22356478,-0.046299209,1,-0.046299209,NA,-0.046299209
4594,BRD-K47571551,-0.046299209,1,-0.046299209,NA,-0.046299209
4874,BRD-K51126488,-0.046299209,1,-0.046299209,NA,-0.046299209
6759,BRD-K73555595,-0.046299209,1,-0.046299209,NA,-0.046299209
7145,BRD-K77953075,-0.046299209,1,-0.046299209,NA,-0.046299209
2269,BRD-K19876534,-0.045981441,9,-0.044444444,0.008376523,-0.045981441
824,BRD-K01787550,-0.045651219,1,-0.045651219,NA,-0.045651219
1972,BRD-K16434151,-0.045651219,1,-0.045651219,NA,-0.045651219
2060,BRD-K17661785,-0.045651219,1,-0.045651219,NA,-0.045651219
2580,BRD-K23728767,-0.045651219,1,-0.045651219,NA,-0.045651219
3289,BRD-K32051704,-0.045651219,1,-0.045651219,NA,-0.045651219
3633,BRD-K36467636,-0.045651219,1,-0.045651219,NA,-0.045651219
4461,BRD-K46096244,-0.045651219,1,-0.045651219,NA,-0.045651219
5202,BRD-K55035262,-0.045651219,1,-0.045651219,NA,-0.045651219
6007,BRD-K64930281,-0.045651219,1,-0.045651219,NA,-0.045651219
6454,BRD-K70243592,-0.045651219,1,-0.045651219,NA,-0.045651219
6507,BRD-K70874643,-0.045651219,1,-0.045651219,NA,-0.045651219
7905,BRD-K87079453,-0.045651219,1,-0.045651219,NA,-0.045651219
8350,BRD-K92627732,-0.045651219,1,-0.045651219,NA,-0.045651219
8760,BRD-K97492549,-0.045651219,1,-0.045651219,NA,-0.045651219
423,BRD-A13020530,-0.045584124,7,-0.053440248,0.040455104,-0.045584124
11193,SA-1919584,-0.045490573,2,-0.045490573,0.000531948,-0.045490573
5006,BRD-K52542879,-0.045425007,1,-0.045425007,NA,-0.045425007
7852,BRD-K86606617,-0.045425007,1,-0.045425007,NA,-0.045425007
9919,ichthynone,-0.045219555,10,-0.044391533,0.01022066,-0.045219555
11493,spiramide,-0.045203349,10,-0.041712032,0.012785602,-0.045203349
6820,BRD-K74228917,-0.045122193,5,-0.044444444,0.004847514,-0.045122193
982,BRD-K03725349,-0.045114429,1,-0.045114429,NA,-0.045114429
5945,BRD-K64040351,-0.045114429,1,-0.045114429,NA,-0.045114429
6262,BRD-K67887361,-0.045114429,1,-0.045114429,NA,-0.045114429
8392,BRD-K93036747,-0.045114429,1,-0.045114429,NA,-0.045114429
8995,BRD-M58317392,-0.045114429,1,-0.045114429,NA,-0.045114429
11125,SA-1457797,-0.045114429,1,-0.045114429,NA,-0.045114429
11315,SA-427730,-0.04499065,3,-0.043238515,0.003034786,-0.04499065
3194,BRD-K31030218,-0.044786416,5,-0.044338621,0.005050174,-0.044786416
9224,cisplatin,-0.044772067,5,-0.045057168,0.001145034,-0.044772067
4465,BRD-K46123637,-0.044729421,6,-0.044391533,0.00451917,-0.044729421
4118,BRD-K42245756,-0.044679965,1,-0.044679965,NA,-0.044679965
6426,BRD-K69936404,-0.044679965,1,-0.044679965,NA,-0.044679965
8829,BRD-K98374785,-0.044679965,1,-0.044679965,NA,-0.044679965
11235,SA-1938219,-0.044604331,1,-0.044604331,NA,-0.044604331
2445,BRD-K22033393,-0.044563613,5,-0.044444444,0.00587266,-0.044563613
11189,SA-1480001,-0.044552616,2,-0.044552616,0.001858419,-0.044552616
1030,BRD-K04458934,-0.044535902,1,-0.044535902,NA,-0.044535902
1914,BRD-K15804688,-0.044535902,1,-0.044535902,NA,-0.044535902
1952,BRD-K16257721,-0.044535902,1,-0.044535902,NA,-0.044535902
2414,BRD-K21549522,-0.044535902,1,-0.044535902,NA,-0.044535902
2460,BRD-K22314621,-0.044535902,1,-0.044535902,NA,-0.044535902
3371,BRD-K33038714,-0.044535902,1,-0.044535902,NA,-0.044535902
3503,BRD-K34898990,-0.044535902,1,-0.044535902,NA,-0.044535902
3792,BRD-K38186418,-0.044535902,1,-0.044535902,NA,-0.044535902
4541,BRD-K46999092,-0.044535902,1,-0.044535902,NA,-0.044535902
4693,BRD-K48752687,-0.044535902,1,-0.044535902,NA,-0.044535902
5400,BRD-K57337567,-0.044535902,1,-0.044535902,NA,-0.044535902
5606,BRD-K60151092,-0.044535902,1,-0.044535902,NA,-0.044535902
6146,BRD-K66521855,-0.044535902,1,-0.044535902,NA,-0.044535902
6346,BRD-K68948289,-0.044535902,1,-0.044535902,NA,-0.044535902
8029,BRD-K88581223,-0.044535902,1,-0.044535902,NA,-0.044535902
8578,BRD-K95360473,-0.044535902,1,-0.044535902,NA,-0.044535902
11215,SA-1921783,-0.044514521,5,-0.043238515,0.00543889,-0.044514521
11302,SA-424827,-0.044496338,3,-0.043238515,0.002178614,-0.044496338
4927,BRD-K51674646,-0.044352996,5,-0.044444444,0.006002029,-0.044352996
22,"3,6-dimethoxyflavone",-0.044338621,1,-0.044338621,NA,-0.044338621
30,5-methoxytryptamine,-0.044338621,1,-0.044338621,NA,-0.044338621
35,6-hydroxytropinone,-0.044338621,1,-0.044338621,NA,-0.044338621
118,AM-630,-0.044338621,1,-0.044338621,NA,-0.044338621
435,BRD-A17664363,-0.044338621,1,-0.044338621,NA,-0.044338621
459,BRD-A29721261,-0.044338621,1,-0.044338621,NA,-0.044338621
491,BRD-A40560522,-0.044338621,1,-0.044338621,NA,-0.044338621
1350,BRD-K08325710,-0.044338621,1,-0.044338621,NA,-0.044338621
1626,BRD-K12182524,-0.044338621,1,-0.044338621,NA,-0.044338621
2365,BRD-K20914082,-0.044338621,1,-0.044338621,NA,-0.044338621
3220,BRD-K31412180,-0.044338621,1,-0.044338621,NA,-0.044338621
3232,BRD-K31553917,-0.044338621,1,-0.044338621,NA,-0.044338621
3412,BRD-K33619512,-0.044338621,1,-0.044338621,NA,-0.044338621
3551,BRD-K35514965,-0.044338621,1,-0.044338621,NA,-0.044338621
3807,BRD-K38455110,-0.044338621,1,-0.044338621,NA,-0.044338621
3969,BRD-K40378749,-0.044338621,1,-0.044338621,NA,-0.044338621
4078,BRD-K41666683,-0.044338621,1,-0.044338621,NA,-0.044338621
4101,BRD-K41931739,-0.044338621,1,-0.044338621,NA,-0.044338621
4236,BRD-K43581698,-0.044338621,1,-0.044338621,NA,-0.044338621
4505,BRD-K46594703,-0.044338621,1,-0.044338621,NA,-0.044338621
4585,BRD-K47448802,-0.044338621,1,-0.044338621,NA,-0.044338621
4740,BRD-K49477212,-0.044338621,1,-0.044338621,NA,-0.044338621
4767,BRD-K49791723,-0.044338621,1,-0.044338621,NA,-0.044338621
4930,BRD-K51731619,-0.044338621,1,-0.044338621,NA,-0.044338621
5117,BRD-K53923665,-0.044338621,1,-0.044338621,NA,-0.044338621
5251,BRD-K55557659,-0.044338621,1,-0.044338621,NA,-0.044338621
5288,BRD-K55972177,-0.044338621,1,-0.044338621,NA,-0.044338621
5994,BRD-K64754843,-0.044338621,1,-0.044338621,NA,-0.044338621
6011,BRD-K64979116,-0.044338621,1,-0.044338621,NA,-0.044338621
6043,BRD-K65283978,-0.044338621,1,-0.044338621,NA,-0.044338621
6089,BRD-K65774694,-0.044338621,1,-0.044338621,NA,-0.044338621
6149,BRD-K66555411,-0.044338621,1,-0.044338621,NA,-0.044338621
6190,BRD-K67010098,-0.044338621,1,-0.044338621,NA,-0.044338621
6501,BRD-K70821460,-0.044338621,1,-0.044338621,NA,-0.044338621
6739,BRD-K73334721,-0.044338621,1,-0.044338621,NA,-0.044338621
7444,BRD-K81538844,-0.044338621,1,-0.044338621,NA,-0.044338621
7639,BRD-K83929831,-0.044338621,1,-0.044338621,NA,-0.044338621
7698,BRD-K84677391,-0.044338621,1,-0.044338621,NA,-0.044338621
8420,BRD-K93302072,-0.044338621,1,-0.044338621,NA,-0.044338621
8881,BRD-K98991361,-0.044338621,1,-0.044338621,NA,-0.044338621
9124,CDK2-5-inhibitor,-0.044338621,1,-0.044338621,NA,-0.044338621
9203,ciclacillin,-0.044338621,1,-0.044338621,NA,-0.044338621
9385,DH-97,-0.044338621,1,-0.044338621,NA,-0.044338621
9698,flurofamide,-0.044338621,1,-0.044338621,NA,-0.044338621
9816,GW-311616,-0.044338621,1,-0.044338621,NA,-0.044338621
9854,hesperidin,-0.044338621,1,-0.044338621,NA,-0.044338621
10049,KB188-III-56,-0.044338621,1,-0.044338621,NA,-0.044338621
10089,KU-C103671,-0.044338621,1,-0.044338621,NA,-0.044338621
10158,L-655240,-0.044338621,1,-0.044338621,NA,-0.044338621
10377,methyllycaconitine,-0.044338621,1,-0.044338621,NA,-0.044338621
10684,palmitoylethanolamide,-0.044338621,1,-0.044338621,NA,-0.044338621
11410,SC-9,-0.044338621,1,-0.044338621,NA,-0.044338621
11455,SEW-00445,-0.044338621,1,-0.044338621,NA,-0.044338621
11477,skimmianine,-0.044338621,1,-0.044338621,NA,-0.044338621
11540,stiripentol,-0.044338621,1,-0.044338621,NA,-0.044338621
11660,thenoyltrifluoroacetone,-0.044338621,1,-0.044338621,NA,-0.044338621
11711,tolmetin,-0.044338621,1,-0.044338621,NA,-0.044338621
11869,vitexin,-0.044338621,1,-0.044338621,NA,-0.044338621
11877,VU-0366037-2,-0.044338621,1,-0.044338621,NA,-0.044338621
2615,BRD-K24062021,-0.044273239,1,-0.044273239,NA,-0.044273239
2775,BRD-K25940840,-0.044273239,1,-0.044273239,NA,-0.044273239
4454,BRD-K45998529,-0.044273239,1,-0.044273239,NA,-0.044273239
6198,BRD-K67099101,-0.044273239,1,-0.044273239,NA,-0.044273239
6247,BRD-K67769696,-0.044273239,1,-0.044273239,NA,-0.044273239
6315,BRD-K68554461,-0.044273239,1,-0.044273239,NA,-0.044273239
8432,BRD-K93419974,-0.044273239,1,-0.044273239,NA,-0.044273239
8695,BRD-K96635690,-0.044273239,1,-0.044273239,NA,-0.044273239
8738,BRD-K97186212,-0.044273239,1,-0.044273239,NA,-0.044273239
7826,BRD-K86231656,-0.044270424,2,-0.044270424,0.010572101,-0.044270424
2772,BRD-K25884242,-0.0442567,2,-0.0442567,0.000115854,-0.0442567
663,BRD-K00069117,-0.044243922,7,-0.044338621,0.006565075,-0.044243922
10465,MW-MITF24,-0.044231703,6,-0.044399427,0.000922728,-0.044231703
10491,mycophenolic-acid,-0.044221295,29,-0.044338621,0.010325542,-0.044221295
2360,BRD-K20834925,-0.044175394,2,-0.044175394,0.017122071,-0.044175394
10775,phthalylsulfathiazole,-0.044174779,1,-0.044174779,NA,-0.044174779
2671,BRD-K24705176,-0.044157343,2,-0.044157343,0.01596985,-0.044157343
9123,CDK1-5-inhibitor,-0.044118216,2,-0.044118216,0.016025183,-0.044118216
3600,BRD-K36111658,-0.044098599,4,-0.044391533,0.004030681,-0.044098599
10021,JMW-MITF1,-0.044078355,6,-0.045057168,0.003200134,-0.044078355
10047,kawain,-0.044049844,1,-0.044049844,NA,-0.044049844
2461,BRD-K22318001,-0.044035383,1,-0.044035383,NA,-0.044035383
2730,BRD-K25351202,-0.044035383,1,-0.044035383,NA,-0.044035383
2791,BRD-K26193607,-0.044035383,1,-0.044035383,NA,-0.044035383
3024,BRD-K29081238,-0.044035383,1,-0.044035383,NA,-0.044035383
3205,BRD-K31230167,-0.044035383,1,-0.044035383,NA,-0.044035383
3428,BRD-K33799929,-0.044035383,1,-0.044035383,NA,-0.044035383
3774,BRD-K37933621,-0.044035383,1,-0.044035383,NA,-0.044035383
4001,BRD-K40708745,-0.044035383,1,-0.044035383,NA,-0.044035383
4775,BRD-K49906853,-0.044035383,1,-0.044035383,NA,-0.044035383
5545,BRD-K59352217,-0.044035383,1,-0.044035383,NA,-0.044035383
5716,BRD-K61437861,-0.044035383,1,-0.044035383,NA,-0.044035383
6432,BRD-K70016992,-0.044035383,1,-0.044035383,NA,-0.044035383
7508,BRD-K82176569,-0.044035383,1,-0.044035383,NA,-0.044035383
7546,BRD-K82758569,-0.044035383,1,-0.044035383,NA,-0.044035383
8866,BRD-K98842254,-0.044035383,1,-0.044035383,NA,-0.044035383
9014,BRD-M94512770,-0.044035383,1,-0.044035383,NA,-0.044035383
6886,BRD-K74951051,-0.043988276,7,-0.043035108,0.008019405,-0.043988276
10729,pentoxifylline,-0.043939642,2,-0.043939642,0.00158042,-0.043939642
6014,BRD-K65000194,-0.043917151,3,-0.037229825,0.013096952,-0.043917151
9480,dropropizine,-0.043871336,4,-0.04165912,0.012581895,-0.043871336
1129,BRD-K05713002,-0.043826559,2,-0.043826559,0.00930928,-0.043826559
1163,BRD-K06188347,-0.04381952,2,-0.04381952,0.009319236,-0.04381952
4095,BRD-K41878610,-0.043796192,10,-0.041612714,0.010377986,-0.043796192
7619,BRD-K83718139,-0.043711388,2,-0.043711388,0.010062799,-0.043711388
3136,BRD-K30436233,-0.043679391,2,-0.043679391,0.006906516,-0.043679391
11254,SA-1973497,-0.043592302,14,-0.042936242,0.009001392,-0.043592302
406,BRD-A06909528,-0.043494075,2,-0.043494075,0.016907853,-0.043494075
6997,BRD-K76150323,-0.043490278,2,-0.043490278,0.008853618,-0.043490278
11511,ST-014147,-0.043456528,2,-0.043456528,0.016960952,-0.043456528
11244,SA-1939064,-0.043391897,4,-0.043238515,0.005575854,-0.043391897
819,BRD-K01727336,-0.043387393,1,-0.043387393,NA,-0.043387393
1725,BRD-K13515789,-0.043387393,1,-0.043387393,NA,-0.043387393
2090,BRD-K17976466,-0.043387393,1,-0.043387393,NA,-0.043387393
2249,BRD-K19724753,-0.043387393,1,-0.043387393,NA,-0.043387393
3369,BRD-K33012050,-0.043387393,1,-0.043387393,NA,-0.043387393
3599,BRD-K36110199,-0.043387393,1,-0.043387393,NA,-0.043387393
4352,BRD-K44818533,-0.043387393,1,-0.043387393,NA,-0.043387393
4478,BRD-K46300014,-0.043387393,1,-0.043387393,NA,-0.043387393
4898,BRD-K51368089,-0.043387393,1,-0.043387393,NA,-0.043387393
5378,BRD-K57082361,-0.043387393,1,-0.043387393,NA,-0.043387393
5557,BRD-K59539129,-0.043387393,1,-0.043387393,NA,-0.043387393
5775,BRD-K62199122,-0.043387393,1,-0.043387393,NA,-0.043387393
6071,BRD-K65536202,-0.043387393,1,-0.043387393,NA,-0.043387393
6086,BRD-K65750227,-0.043387393,1,-0.043387393,NA,-0.043387393
6907,BRD-K75152103,-0.043387393,1,-0.043387393,NA,-0.043387393
7415,BRD-K81131579,-0.043387393,1,-0.043387393,NA,-0.043387393
7900,BRD-K87010407,-0.043387393,1,-0.043387393,NA,-0.043387393
4372,BRD-K45077070,-0.043355396,2,-0.043355396,0.006448318,-0.043355396
8281,BRD-K91771673,-0.043355396,2,-0.043355396,0.006448318,-0.043355396
4626,BRD-K47977047,-0.043239648,8,-0.052952558,0.028402649,-0.043239648
3234,BRD-K31562577,-0.043238515,1,-0.043238515,NA,-0.043238515
3411,BRD-K33597548,-0.043238515,3,-0.043238515,0,-0.043238515
3840,BRD-K38760240,-0.043238515,3,-0.043238515,0,-0.043238515
5782,BRD-K62291994,-0.043238515,1,-0.043238515,NA,-0.043238515
8264,BRD-K91633589,-0.043238515,1,-0.043238515,NA,-0.043238515
8326,BRD-K92302554,-0.043238515,1,-0.043238515,NA,-0.043238515
8646,BRD-K96072301,-0.043238515,3,-0.043238515,0,-0.043238515
11080,SA-101776,-0.043238515,1,-0.043238515,NA,-0.043238515
11113,SA-1456859,-0.043238515,2,-0.043238515,0,-0.043238515
11147,SA-1459187,-0.043238515,2,-0.043238515,0,-0.043238515
11159,SA-1459854,-0.043238515,3,-0.043238515,0,-0.043238515
11178,SA-1472514,-0.043238515,2,-0.043238515,0,-0.043238515
11181,SA-1472623,-0.043238515,3,-0.043238515,0,-0.043238515
11187,SA-1473648,-0.043238515,1,-0.043238515,NA,-0.043238515
11223,SA-1922659,-0.043238515,1,-0.043238515,NA,-0.043238515
11242,SA-1938867,-0.043238515,1,-0.043238515,NA,-0.043238515
11247,SA-1939838,-0.043238515,2,-0.043238515,0,-0.043238515
11252,SA-1939945,-0.043238515,1,-0.043238515,NA,-0.043238515
11264,SA-244358,-0.043238515,1,-0.043238515,NA,-0.043238515
11281,SA-419010,-0.043238515,3,-0.043238515,0,-0.043238515
11282,SA-419021,-0.043238515,2,-0.043238515,0,-0.043238515
11285,SA-419090,-0.043238515,2,-0.043238515,0,-0.043238515
11309,SA-427069,-0.043238515,1,-0.043238515,NA,-0.043238515
11327,SA-441487,-0.043238515,1,-0.043238515,NA,-0.043238515
11353,SA-90153,-0.043238515,2,-0.043238515,0,-0.043238515
11359,SA-96816,-0.043238515,2,-0.043238515,0,-0.043238515
11199,SA-1920013,-0.043109604,4,-0.039414535,0.009083236,-0.043109604
11492,spiperone,-0.043050742,11,-0.038979619,0.011006705,-0.043050742
1535,BRD-K10835142,-0.043035108,1,-0.043035108,NA,-0.043035108
3642,BRD-K36619075,-0.043035108,1,-0.043035108,NA,-0.043035108
6594,BRD-K71672626,-0.043035108,1,-0.043035108,NA,-0.043035108
7307,BRD-K79906422,-0.043035108,1,-0.043035108,NA,-0.043035108
7587,BRD-K83391808,-0.043035108,1,-0.043035108,NA,-0.043035108
11348,SA-89210,-0.043025184,4,-0.04241888,0.003629131,-0.043025184
9773,GMX-1778,-0.043021525,14,-0.043049183,0.004569574,-0.043021525
10926,pyrimethamine,-0.043011105,8,-0.040561322,0.005535403,-0.043011105
6638,BRD-K72219469,-0.042988238,3,-0.042822116,0.004214014,-0.042988238
11136,SA-1458610,-0.042987753,3,-0.043238515,0.000434333,-0.042987753
11544,STK-249718,-0.042885666,11,-0.038886808,0.012890375,-0.042885666
11324,SA-441181,-0.042862372,2,-0.042862372,0.000531948,-0.042862372
1328,BRD-K08043379,-0.042822116,1,-0.042822116,NA,-0.042822116
2794,BRD-K26214610,-0.042822116,1,-0.042822116,NA,-0.042822116
2954,BRD-K28162668,-0.042822116,1,-0.042822116,NA,-0.042822116
4550,BRD-K47084999,-0.042822116,3,-0.042822116,0,-0.042822116
4774,BRD-K49870009,-0.042822116,1,-0.042822116,NA,-0.042822116
4901,BRD-K51388814,-0.042822116,1,-0.042822116,NA,-0.042822116
4945,BRD-K51846078,-0.042822116,1,-0.042822116,NA,-0.042822116
5341,BRD-K56647759,-0.042822116,1,-0.042822116,NA,-0.042822116
5835,BRD-K62865272,-0.042822116,1,-0.042822116,NA,-0.042822116
6105,BRD-K65971331,-0.042822116,1,-0.042822116,NA,-0.042822116
3485,BRD-K34549246,-0.042817314,2,-0.042817314,0.001722609,-0.042817314
